epoch,train_loss,val_loss,train_acc,val_acc
0,1.5586453676223755,1.6146841049194336,36.38572692871094,14.0625
0,1.3672468662261963,1.5470153093338013,45.89002990722656,33.86559295654297
1,1.1481828689575195,1.484458327293396,55.83171463012695,40.07451629638672
2,0.9685438871383667,1.5243144035339355,63.93362808227539,37.27668380737305
3,0.8379829525947571,1.6249994039535522,69.45986938476562,35.48782730102539
4,0.7495588660240173,1.7409900426864624,73.47264862060547,36.84393310546875
5,0.6751357316970825,1.8627241849899292,77.28408813476562,35.228641510009766
6,0.6155588030815125,1.943392276763916,80.16522979736328,35.68915939331055
7,0.5590211153030396,2.0445241928100586,82.87281036376953,35.66370391845703
8,0.5139635801315308,2.1461405754089355,84.96250915527344,35.3443489074707
9,0.47213298082351685,2.2421627044677734,86.73284912109375,35.654449462890625
10,0.4372155964374542,2.3319268226623535,88.30879974365234,35.7817268371582
11,0.4093780517578125,2.4178659915924072,89.28075408935547,34.87457275390625
12,0.3758910894393921,2.497462272644043,90.22493743896484,35.1152458190918
13,0.34900936484336853,2.5985162258148193,91.5856704711914,34.418678283691406
14,0.3267141282558441,2.667581558227539,92.3424072265625,34.65009689331055
15,0.3100748658180237,2.7561912536621094,92.78672790527344,33.49763870239258
16,0.2894115149974823,2.809220314025879,93.55734252929688,33.587890625
17,0.2707347273826599,2.876984119415283,93.99472045898438,33.601776123046875
18,0.25476372241973877,2.9263532161712646,94.55012512207031,34.43025207519531
19,0.23857136070728302,3.0068037509918213,95.08470153808594,34.33074188232422
20,0.22520777583122253,3.047987937927246,95.18883514404297,33.96510314941406
21,0.21311505138874054,3.0808773040771484,95.59844207763672,34.44182205200195
22,0.2030918151140213,3.1456923484802246,95.92474365234375,34.19651794433594
23,0.19398923218250275,3.1674365997314453,96.04276275634766,34.16875076293945
24,,3.186939239501953,,34.46033477783203
